country,value,statistic,total_asked,statistic_type,who_was_asked,variable,question
IL,Don't know or prefer not to say,9,612,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IL,Less than 1 year,45,612,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IL,More than 10 years,116,612,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IL,NA,177,612,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IN,1 to 3 years,62,438,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IN,4 to 5 years,37,438,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IN,6 to 10 years,38,438,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IN,Don't know or prefer not to say,12,438,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IN,Less than 1 year,47,438,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IN,More than 10 years,85,438,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IN,NA,157,438,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IQ,1 to 3 years,61,449,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IQ,4 to 5 years,37,449,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IQ,6 to 10 years,35,449,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IQ,Don't know or prefer not to say,19,449,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IQ,Less than 1 year,40,449,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IQ,More than 10 years,87,449,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IQ,NA,170,449,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IT,1 to 3 years,55,426,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IT,4 to 5 years,51,426,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IT,6 to 10 years,45,426,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IT,Don't know or prefer not to say,5,426,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IT,Less than 1 year,30,426,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IT,More than 10 years,148,426,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
IT,NA,92,426,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JM,1 to 3 years,32,164,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JM,4 to 5 years,18,164,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JM,6 to 10 years,21,164,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JM,Don't know or prefer not to say,4,164,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JM,Less than 1 year,17,164,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JM,More than 10 years,30,164,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JM,NA,42,164,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JO,1 to 3 years,62,416,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JO,4 to 5 years,32,416,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JO,6 to 10 years,36,416,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JO,Don't know or prefer not to say,8,416,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JO,Less than 1 year,47,416,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JO,More than 10 years,84,416,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JO,NA,147,416,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JP,1 to 3 years,88,680,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JP,4 to 5 years,65,680,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JP,6 to 10 years,98,680,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JP,Don't know or prefer not to say,18,680,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JP,Less than 1 year,32,680,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JP,More than 10 years,280,680,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
JP,NA,99,680,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KE,1 to 3 years,118,424,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KE,4 to 5 years,61,424,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KE,6 to 10 years,38,424,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KE,Don't know or prefer not to say,4,424,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KE,Less than 1 year,54,424,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KE,More than 10 years,44,424,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KE,NA,105,424,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KR,1 to 3 years,70,468,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KR,4 to 5 years,45,468,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KR,6 to 10 years,38,468,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KR,Don't know or prefer not to say,16,468,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KR,Less than 1 year,35,468,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KR,More than 10 years,122,468,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KR,NA,142,468,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KW,1 to 3 years,25,210,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KW,4 to 5 years,14,210,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KW,6 to 10 years,21,210,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KW,Don't know or prefer not to say,10,210,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KW,Less than 1 year,17,210,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KW,More than 10 years,42,210,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
KW,NA,81,210,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LA,1 to 3 years,30,173,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LA,4 to 5 years,13,173,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LA,6 to 10 years,16,173,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LA,Don't know or prefer not to say,13,173,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LA,Less than 1 year,11,173,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LA,More than 10 years,26,173,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LA,NA,64,173,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LB,1 to 3 years,60,417,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LB,4 to 5 years,38,417,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LB,6 to 10 years,54,417,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LB,Don't know or prefer not to say,5,417,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LB,Less than 1 year,38,417,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LB,More than 10 years,102,417,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LB,NA,120,417,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LT,1 to 3 years,56,275,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LT,4 to 5 years,37,275,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LT,6 to 10 years,34,275,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LT,Don't know or prefer not to say,2,275,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LT,Less than 1 year,20,275,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LT,More than 10 years,50,275,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LT,NA,76,275,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LY,1 to 3 years,55,423,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LY,4 to 5 years,43,423,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LY,6 to 10 years,37,423,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LY,Don't know or prefer not to say,9,423,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LY,Less than 1 year,36,423,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LY,More than 10 years,76,423,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
LY,NA,167,423,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MA,1 to 3 years,58,447,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MA,4 to 5 years,43,447,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MA,6 to 10 years,28,447,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MA,Don't know or prefer not to say,13,447,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MA,Less than 1 year,62,447,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MA,More than 10 years,66,447,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MA,NA,177,447,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MK,1 to 3 years,34,205,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MK,4 to 5 years,17,205,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MK,6 to 10 years,22,205,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MK,Don't know or prefer not to say,5,205,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MK,Less than 1 year,11,205,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MK,More than 10 years,72,205,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MK,NA,44,205,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MM,1 to 3 years,97,475,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MM,4 to 5 years,55,475,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MM,6 to 10 years,44,475,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MM,Don't know or prefer not to say,14,475,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MM,Less than 1 year,46,475,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MM,More than 10 years,73,475,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MM,NA,146,475,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MX,1 to 3 years,88,424,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MX,4 to 5 years,56,424,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MX,6 to 10 years,52,424,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MX,Don't know or prefer not to say,12,424,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MX,Less than 1 year,60,424,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MX,More than 10 years,66,424,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MX,NA,90,424,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MY,1 to 3 years,93,433,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MY,4 to 5 years,51,433,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MY,6 to 10 years,38,433,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
MY,Don't know or prefer not to say,12,433,count,Owners/Managers of Businesses,bus_age_text,How old is your business?
