value,statistic,variable,country,total_asked,who_was_asked
No,47,bus_cdt_text,TT,59,Owners/Managers of SMB Businesses
Yes,7,bus_cdt_text,TT,59,Owners/Managers of SMB Businesses
NA,2,bus_cdt_text,TT,59,Owners/Managers of SMB Businesses
I'm not sure,15,bus_cdt_text,TW,193,Owners/Managers of SMB Businesses
No,133,bus_cdt_text,TW,193,Owners/Managers of SMB Businesses
Yes,43,bus_cdt_text,TW,193,Owners/Managers of SMB Businesses
NA,2,bus_cdt_text,TW,193,Owners/Managers of SMB Businesses
I'm not sure,12,bus_cdt_text,TZ,118,Owners/Managers of SMB Businesses
No,81,bus_cdt_text,TZ,118,Owners/Managers of SMB Businesses
Yes,16,bus_cdt_text,TZ,118,Owners/Managers of SMB Businesses
NA,9,bus_cdt_text,TZ,118,Owners/Managers of SMB Businesses
I'm not sure,10,bus_cdt_text,UG,158,Owners/Managers of SMB Businesses
No,112,bus_cdt_text,UG,158,Owners/Managers of SMB Businesses
Yes,33,bus_cdt_text,UG,158,Owners/Managers of SMB Businesses
NA,3,bus_cdt_text,UG,158,Owners/Managers of SMB Businesses
I'm not sure,18,bus_cdt_text,US,276,Owners/Managers of SMB Businesses
No,187,bus_cdt_text,US,276,Owners/Managers of SMB Businesses
Yes,59,bus_cdt_text,US,276,Owners/Managers of SMB Businesses
NA,12,bus_cdt_text,US,276,Owners/Managers of SMB Businesses
I'm not sure,10,bus_cdt_text,UY,130,Owners/Managers of SMB Businesses
No,101,bus_cdt_text,UY,130,Owners/Managers of SMB Businesses
Yes,15,bus_cdt_text,UY,130,Owners/Managers of SMB Businesses
NA,4,bus_cdt_text,UY,130,Owners/Managers of SMB Businesses
I'm not sure,16,bus_cdt_text,VN,158,Owners/Managers of SMB Businesses
No,100,bus_cdt_text,VN,158,Owners/Managers of SMB Businesses
Yes,35,bus_cdt_text,VN,158,Owners/Managers of SMB Businesses
NA,7,bus_cdt_text,VN,158,Owners/Managers of SMB Businesses
I'm not sure,19,bus_cdt_text,ZA,222,Owners/Managers of SMB Businesses
No,159,bus_cdt_text,ZA,222,Owners/Managers of SMB Businesses
Yes,36,bus_cdt_text,ZA,222,Owners/Managers of SMB Businesses
NA,8,bus_cdt_text,ZA,222,Owners/Managers of SMB Businesses
I'm not sure,7,bus_cdt_text,ZM,136,Owners/Managers of SMB Businesses
No,106,bus_cdt_text,ZM,136,Owners/Managers of SMB Businesses
Yes,16,bus_cdt_text,ZM,136,Owners/Managers of SMB Businesses
NA,7,bus_cdt_text,ZM,136,Owners/Managers of SMB Businesses
0,51,chl_text,AE,187,Owners/Managers of SMB Businesses
1,32,chl_text,AE,187,Owners/Managers of SMB Businesses
2,29,chl_text,AE,187,Owners/Managers of SMB Businesses
3,17,chl_text,AE,187,Owners/Managers of SMB Businesses
4,14,chl_text,AE,187,Owners/Managers of SMB Businesses
5 or more,17,chl_text,AE,187,Owners/Managers of SMB Businesses
NA,27,chl_text,AE,187,Owners/Managers of SMB Businesses
0,31,chl_text,AL,75,Owners/Managers of SMB Businesses
1,19,chl_text,AL,75,Owners/Managers of SMB Businesses
2,17,chl_text,AL,75,Owners/Managers of SMB Businesses
3,1,chl_text,AL,75,Owners/Managers of SMB Businesses
4,1,chl_text,AL,75,Owners/Managers of SMB Businesses
5 or more,1,chl_text,AL,75,Owners/Managers of SMB Businesses
NA,5,chl_text,AL,75,Owners/Managers of SMB Businesses
0,37,chl_text,AO,196,Owners/Managers of SMB Businesses
1,28,chl_text,AO,196,Owners/Managers of SMB Businesses
2,36,chl_text,AO,196,Owners/Managers of SMB Businesses
3,17,chl_text,AO,196,Owners/Managers of SMB Businesses
4,19,chl_text,AO,196,Owners/Managers of SMB Businesses
5 or more,40,chl_text,AO,196,Owners/Managers of SMB Businesses
NA,19,chl_text,AO,196,Owners/Managers of SMB Businesses
0,94,chl_text,AR,240,Owners/Managers of SMB Businesses
1,57,chl_text,AR,240,Owners/Managers of SMB Businesses
2,44,chl_text,AR,240,Owners/Managers of SMB Businesses
3,13,chl_text,AR,240,Owners/Managers of SMB Businesses
4,4,chl_text,AR,240,Owners/Managers of SMB Businesses
5 or more,1,chl_text,AR,240,Owners/Managers of SMB Businesses
NA,27,chl_text,AR,240,Owners/Managers of SMB Businesses
0,108,chl_text,AT,213,Owners/Managers of SMB Businesses
1,37,chl_text,AT,213,Owners/Managers of SMB Businesses
2,29,chl_text,AT,213,Owners/Managers of SMB Businesses
3,19,chl_text,AT,213,Owners/Managers of SMB Businesses
4,2,chl_text,AT,213,Owners/Managers of SMB Businesses
5 or more,1,chl_text,AT,213,Owners/Managers of SMB Businesses
NA,17,chl_text,AT,213,Owners/Managers of SMB Businesses
0,89,chl_text,AU,202,Owners/Managers of SMB Businesses
1,27,chl_text,AU,202,Owners/Managers of SMB Businesses
2,28,chl_text,AU,202,Owners/Managers of SMB Businesses
3,26,chl_text,AU,202,Owners/Managers of SMB Businesses
4,4,chl_text,AU,202,Owners/Managers of SMB Businesses
5 or more,5,chl_text,AU,202,Owners/Managers of SMB Businesses
NA,23,chl_text,AU,202,Owners/Managers of SMB Businesses
0,38,chl_text,AZ,92,Owners/Managers of SMB Businesses
1,14,chl_text,AZ,92,Owners/Managers of SMB Businesses
2,18,chl_text,AZ,92,Owners/Managers of SMB Businesses
3,7,chl_text,AZ,92,Owners/Managers of SMB Businesses
4,5,chl_text,AZ,92,Owners/Managers of SMB Businesses
5 or more,2,chl_text,AZ,92,Owners/Managers of SMB Businesses
NA,8,chl_text,AZ,92,Owners/Managers of SMB Businesses
0,9,chl_text,BA,38,Owners/Managers of SMB Businesses
1,7,chl_text,BA,38,Owners/Managers of SMB Businesses
2,11,chl_text,BA,38,Owners/Managers of SMB Businesses
3,3,chl_text,BA,38,Owners/Managers of SMB Businesses
NA,8,chl_text,BA,38,Owners/Managers of SMB Businesses
0,47,chl_text,BD,180,Owners/Managers of SMB Businesses
1,45,chl_text,BD,180,Owners/Managers of SMB Businesses
2,35,chl_text,BD,180,Owners/Managers of SMB Businesses
3,14,chl_text,BD,180,Owners/Managers of SMB Businesses
4,4,chl_text,BD,180,Owners/Managers of SMB Businesses
5 or more,8,chl_text,BD,180,Owners/Managers of SMB Businesses
NA,27,chl_text,BD,180,Owners/Managers of SMB Businesses
0,83,chl_text,BE,180,Owners/Managers of SMB Businesses
1,36,chl_text,BE,180,Owners/Managers of SMB Businesses
2,20,chl_text,BE,180,Owners/Managers of SMB Businesses
3,9,chl_text,BE,180,Owners/Managers of SMB Businesses
4,8,chl_text,BE,180,Owners/Managers of SMB Businesses
5 or more,3,chl_text,BE,180,Owners/Managers of SMB Businesses
NA,21,chl_text,BE,180,Owners/Managers of SMB Businesses
0,14,chl_text,BF,36,Owners/Managers of SMB Businesses
1,7,chl_text,BF,36,Owners/Managers of SMB Businesses
2,4,chl_text,BF,36,Owners/Managers of SMB Businesses
3,2,chl_text,BF,36,Owners/Managers of SMB Businesses
4,2,chl_text,BF,36,Owners/Managers of SMB Businesses
5 or more,4,chl_text,BF,36,Owners/Managers of SMB Businesses
NA,3,chl_text,BF,36,Owners/Managers of SMB Businesses
0,76,chl_text,BG,188,Owners/Managers of SMB Businesses
1,41,chl_text,BG,188,Owners/Managers of SMB Businesses
2,35,chl_text,BG,188,Owners/Managers of SMB Businesses
3,3,chl_text,BG,188,Owners/Managers of SMB Businesses
4,2,chl_text,BG,188,Owners/Managers of SMB Businesses
5 or more,1,chl_text,BG,188,Owners/Managers of SMB Businesses
NA,30,chl_text,BG,188,Owners/Managers of SMB Businesses
0,24,chl_text,BJ,60,Owners/Managers of SMB Businesses
1,13,chl_text,BJ,60,Owners/Managers of SMB Businesses
2,7,chl_text,BJ,60,Owners/Managers of SMB Businesses
3,3,chl_text,BJ,60,Owners/Managers of SMB Businesses
4,3,chl_text,BJ,60,Owners/Managers of SMB Businesses
5 or more,7,chl_text,BJ,60,Owners/Managers of SMB Businesses
NA,3,chl_text,BJ,60,Owners/Managers of SMB Businesses
0,90,chl_text,BO,233,Owners/Managers of SMB Businesses
1,60,chl_text,BO,233,Owners/Managers of SMB Businesses
2,41,chl_text,BO,233,Owners/Managers of SMB Businesses
3,13,chl_text,BO,233,Owners/Managers of SMB Businesses
4,5,chl_text,BO,233,Owners/Managers of SMB Businesses
5 or more,1,chl_text,BO,233,Owners/Managers of SMB Businesses
NA,23,chl_text,BO,233,Owners/Managers of SMB Businesses
0,104,chl_text,BR,228,Owners/Managers of SMB Businesses
1,52,chl_text,BR,228,Owners/Managers of SMB Businesses
2,41,chl_text,BR,228,Owners/Managers of SMB Businesses
3,7,chl_text,BR,228,Owners/Managers of SMB Businesses
4,2,chl_text,BR,228,Owners/Managers of SMB Businesses
5 or more,1,chl_text,BR,228,Owners/Managers of SMB Businesses
NA,21,chl_text,BR,228,Owners/Managers of SMB Businesses
0,12,chl_text,BW,52,Owners/Managers of SMB Businesses
1,7,chl_text,BW,52,Owners/Managers of SMB Businesses
2,9,chl_text,BW,52,Owners/Managers of SMB Businesses
3,8,chl_text,BW,52,Owners/Managers of SMB Businesses
4,4,chl_text,BW,52,Owners/Managers of SMB Businesses
5 or more,5,chl_text,BW,52,Owners/Managers of SMB Businesses
NA,7,chl_text,BW,52,Owners/Managers of SMB Businesses
0,19,chl_text,BY,73,Owners/Managers of SMB Businesses
1,26,chl_text,BY,73,Owners/Managers of SMB Businesses
2,13,chl_text,BY,73,Owners/Managers of SMB Businesses
3,3,chl_text,BY,73,Owners/Managers of SMB Businesses
4,2,chl_text,BY,73,Owners/Managers of SMB Businesses
NA,10,chl_text,BY,73,Owners/Managers of SMB Businesses
0,82,chl_text,CA,221,Owners/Managers of SMB Businesses
1,32,chl_text,CA,221,Owners/Managers of SMB Businesses
2,49,chl_text,CA,221,Owners/Managers of SMB Businesses
3,23,chl_text,CA,221,Owners/Managers of SMB Businesses
4,10,chl_text,CA,221,Owners/Managers of SMB Businesses
5 or more,4,chl_text,CA,221,Owners/Managers of SMB Businesses
NA,21,chl_text,CA,221,Owners/Managers of SMB Businesses
0,109,chl_text,CH,203,Owners/Managers of SMB Businesses
1,33,chl_text,CH,203,Owners/Managers of SMB Businesses
2,29,chl_text,CH,203,Owners/Managers of SMB Businesses
3,6,chl_text,CH,203,Owners/Managers of SMB Businesses
4,3,chl_text,CH,203,Owners/Managers of SMB Businesses
5 or more,2,chl_text,CH,203,Owners/Managers of SMB Businesses
NA,21,chl_text,CH,203,Owners/Managers of SMB Businesses
0,33,chl_text,CI,103,Owners/Managers of SMB Businesses
1,13,chl_text,CI,103,Owners/Managers of SMB Businesses
2,23,chl_text,CI,103,Owners/Managers of SMB Businesses
3,7,chl_text,CI,103,Owners/Managers of SMB Businesses
4,3,chl_text,CI,103,Owners/Managers of SMB Businesses
5 or more,2,chl_text,CI,103,Owners/Managers of SMB Businesses
NA,22,chl_text,CI,103,Owners/Managers of SMB Businesses
0,69,chl_text,CL,211,Owners/Managers of SMB Businesses
1,48,chl_text,CL,211,Owners/Managers of SMB Businesses
2,40,chl_text,CL,211,Owners/Managers of SMB Businesses
3,23,chl_text,CL,211,Owners/Managers of SMB Businesses
4,8,chl_text,CL,211,Owners/Managers of SMB Businesses
5 or more,2,chl_text,CL,211,Owners/Managers of SMB Businesses
NA,21,chl_text,CL,211,Owners/Managers of SMB Businesses
0,25,chl_text,CM,89,Owners/Managers of SMB Businesses
1,17,chl_text,CM,89,Owners/Managers of SMB Businesses
2,16,chl_text,CM,89,Owners/Managers of SMB Businesses
3,7,chl_text,CM,89,Owners/Managers of SMB Businesses
4,6,chl_text,CM,89,Owners/Managers of SMB Businesses
5 or more,8,chl_text,CM,89,Owners/Managers of SMB Businesses
NA,10,chl_text,CM,89,Owners/Managers of SMB Businesses
0,79,chl_text,CO,213,Owners/Managers of SMB Businesses
1,51,chl_text,CO,213,Owners/Managers of SMB Businesses
2,37,chl_text,CO,213,Owners/Managers of SMB Businesses
3,6,chl_text,CO,213,Owners/Managers of SMB Businesses
4,4,chl_text,CO,213,Owners/Managers of SMB Businesses
5 or more,5,chl_text,CO,213,Owners/Managers of SMB Businesses
NA,31,chl_text,CO,213,Owners/Managers of SMB Businesses
0,77,chl_text,CR,197,Owners/Managers of SMB Businesses
1,41,chl_text,CR,197,Owners/Managers of SMB Businesses
2,36,chl_text,CR,197,Owners/Managers of SMB Businesses
3,11,chl_text,CR,197,Owners/Managers of SMB Businesses
4,3,chl_text,CR,197,Owners/Managers of SMB Businesses
5 or more,1,chl_text,CR,197,Owners/Managers of SMB Businesses
NA,28,chl_text,CR,197,Owners/Managers of SMB Businesses
0,37,chl_text,CY,89,Owners/Managers of SMB Businesses
1,12,chl_text,CY,89,Owners/Managers of SMB Businesses
2,16,chl_text,CY,89,Owners/Managers of SMB Businesses
3,3,chl_text,CY,89,Owners/Managers of SMB Businesses
4,2,chl_text,CY,89,Owners/Managers of SMB Businesses
5 or more,1,chl_text,CY,89,Owners/Managers of SMB Businesses
NA,18,chl_text,CY,89,Owners/Managers of SMB Businesses
0,69,chl_text,CZ,173,Owners/Managers of SMB Businesses
1,44,chl_text,CZ,173,Owners/Managers of SMB Businesses
2,28,chl_text,CZ,173,Owners/Managers of SMB Businesses
3,4,chl_text,CZ,173,Owners/Managers of SMB Businesses
4,1,chl_text,CZ,173,Owners/Managers of SMB Businesses
5 or more,1,chl_text,CZ,173,Owners/Managers of SMB Businesses
NA,26,chl_text,CZ,173,Owners/Managers of SMB Businesses
0,100,chl_text,DE,176,Owners/Managers of SMB Businesses
1,25,chl_text,DE,176,Owners/Managers of SMB Businesses
2,27,chl_text,DE,176,Owners/Managers of SMB Businesses
3,7,chl_text,DE,176,Owners/Managers of SMB Businesses
4,2,chl_text,DE,176,Owners/Managers of SMB Businesses
NA,15,chl_text,DE,176,Owners/Managers of SMB Businesses
0,44,chl_text,DK,115,Owners/Managers of SMB Businesses
1,18,chl_text,DK,115,Owners/Managers of SMB Businesses
2,28,chl_text,DK,115,Owners/Managers of SMB Businesses
3,9,chl_text,DK,115,Owners/Managers of SMB Businesses
NA,16,chl_text,DK,115,Owners/Managers of SMB Businesses
0,69,chl_text,DO,221,Owners/Managers of SMB Businesses
1,45,chl_text,DO,221,Owners/Managers of SMB Businesses
2,48,chl_text,DO,221,Owners/Managers of SMB Businesses
3,24,chl_text,DO,221,Owners/Managers of SMB Businesses
4,6,chl_text,DO,221,Owners/Managers of SMB Businesses
5 or more,2,chl_text,DO,221,Owners/Managers of SMB Businesses
NA,27,chl_text,DO,221,Owners/Managers of SMB Businesses
0,55,chl_text,DZ,175,Owners/Managers of SMB Businesses
1,36,chl_text,DZ,175,Owners/Managers of SMB Businesses
2,21,chl_text,DZ,175,Owners/Managers of SMB Businesses
3,15,chl_text,DZ,175,Owners/Managers of SMB Businesses
4,16,chl_text,DZ,175,Owners/Managers of SMB Businesses
5 or more,10,chl_text,DZ,175,Owners/Managers of SMB Businesses
NA,22,chl_text,DZ,175,Owners/Managers of SMB Businesses
0,83,chl_text,EC,243,Owners/Managers of SMB Businesses
1,62,chl_text,EC,243,Owners/Managers of SMB Businesses
2,53,chl_text,EC,243,Owners/Managers of SMB Businesses
3,16,chl_text,EC,243,Owners/Managers of SMB Businesses
4,5,chl_text,EC,243,Owners/Managers of SMB Businesses
5 or more,1,chl_text,EC,243,Owners/Managers of SMB Businesses
NA,23,chl_text,EC,243,Owners/Managers of SMB Businesses
0,21,chl_text,EE,60,Owners/Managers of SMB Businesses
1,16,chl_text,EE,60,Owners/Managers of SMB Businesses
2,13,chl_text,EE,60,Owners/Managers of SMB Businesses
3,3,chl_text,EE,60,Owners/Managers of SMB Businesses
4,1,chl_text,EE,60,Owners/Managers of SMB Businesses
NA,6,chl_text,EE,60,Owners/Managers of SMB Businesses
0,57,chl_text,EG,215,Owners/Managers of SMB Businesses
1,40,chl_text,EG,215,Owners/Managers of SMB Businesses
2,33,chl_text,EG,215,Owners/Managers of SMB Businesses
3,26,chl_text,EG,215,Owners/Managers of SMB Businesses
4,16,chl_text,EG,215,Owners/Managers of SMB Businesses
5 or more,15,chl_text,EG,215,Owners/Managers of SMB Businesses
NA,28,chl_text,EG,215,Owners/Managers of SMB Businesses
0,95,chl_text,ES,189,Owners/Managers of SMB Businesses
1,31,chl_text,ES,189,Owners/Managers of SMB Businesses
2,31,chl_text,ES,189,Owners/Managers of SMB Businesses
3,3,chl_text,ES,189,Owners/Managers of SMB Businesses
4,2,chl_text,ES,189,Owners/Managers of SMB Businesses
NA,27,chl_text,ES,189,Owners/Managers of SMB Businesses
0,23,chl_text,ET,64,Owners/Managers of SMB Businesses
1,11,chl_text,ET,64,Owners/Managers of SMB Businesses
2,11,chl_text,ET,64,Owners/Managers of SMB Businesses
3,5,chl_text,ET,64,Owners/Managers of SMB Businesses
4,5,chl_text,ET,64,Owners/Managers of SMB Businesses
5 or more,3,chl_text,ET,64,Owners/Managers of SMB Businesses
NA,6,chl_text,ET,64,Owners/Managers of SMB Businesses
0,116,chl_text,FI,199,Owners/Managers of SMB Businesses
1,31,chl_text,FI,199,Owners/Managers of SMB Businesses
2,29,chl_text,FI,199,Owners/Managers of SMB Businesses
3,9,chl_text,FI,199,Owners/Managers of SMB Businesses
4,2,chl_text,FI,199,Owners/Managers of SMB Businesses
5 or more,1,chl_text,FI,199,Owners/Managers of SMB Businesses
NA,11,chl_text,FI,199,Owners/Managers of SMB Businesses
0,92,chl_text,FR,205,Owners/Managers of SMB Businesses
1,38,chl_text,FR,205,Owners/Managers of SMB Businesses
2,41,chl_text,FR,205,Owners/Managers of SMB Businesses
3,9,chl_text,FR,205,Owners/Managers of SMB Businesses
4,4,chl_text,FR,205,Owners/Managers of SMB Businesses
5 or more,1,chl_text,FR,205,Owners/Managers of SMB Businesses
NA,20,chl_text,FR,205,Owners/Managers of SMB Businesses
0,92,chl_text,GB,197,Owners/Managers of SMB Businesses
1,35,chl_text,GB,197,Owners/Managers of SMB Businesses
2,33,chl_text,GB,197,Owners/Managers of SMB Businesses
3,8,chl_text,GB,197,Owners/Managers of SMB Businesses
4,6,chl_text,GB,197,Owners/Managers of SMB Businesses
5 or more,1,chl_text,GB,197,Owners/Managers of SMB Businesses
NA,22,chl_text,GB,197,Owners/Managers of SMB Businesses
0,50,chl_text,GH,202,Owners/Managers of SMB Businesses
1,24,chl_text,GH,202,Owners/Managers of SMB Businesses
2,46,chl_text,GH,202,Owners/Managers of SMB Businesses
3,24,chl_text,GH,202,Owners/Managers of SMB Businesses
4,15,chl_text,GH,202,Owners/Managers of SMB Businesses
5 or more,23,chl_text,GH,202,Owners/Managers of SMB Businesses
NA,20,chl_text,GH,202,Owners/Managers of SMB Businesses
0,102,chl_text,GR,195,Owners/Managers of SMB Businesses
1,33,chl_text,GR,195,Owners/Managers of SMB Businesses
2,28,chl_text,GR,195,Owners/Managers of SMB Businesses
3,7,chl_text,GR,195,Owners/Managers of SMB Businesses
4,1,chl_text,GR,195,Owners/Managers of SMB Businesses
5 or more,2,chl_text,GR,195,Owners/Managers of SMB Businesses
NA,22,chl_text,GR,195,Owners/Managers of SMB Businesses
0,76,chl_text,GT,215,Owners/Managers of SMB Businesses
1,54,chl_text,GT,215,Owners/Managers of SMB Businesses
2,27,chl_text,GT,215,Owners/Managers of SMB Businesses
3,19,chl_text,GT,215,Owners/Managers of SMB Businesses
4,7,chl_text,GT,215,Owners/Managers of SMB Businesses
5 or more,4,chl_text,GT,215,Owners/Managers of SMB Businesses
NA,28,chl_text,GT,215,Owners/Managers of SMB Businesses
0,72,chl_text,HK,139,Owners/Managers of SMB Businesses
1,22,chl_text,HK,139,Owners/Managers of SMB Businesses
2,25,chl_text,HK,139,Owners/Managers of SMB Businesses
3,4,chl_text,HK,139,Owners/Managers of SMB Businesses
4,1,chl_text,HK,139,Owners/Managers of SMB Businesses
NA,15,chl_text,HK,139,Owners/Managers of SMB Businesses
0,54,chl_text,HN,164,Owners/Managers of SMB Businesses
1,41,chl_text,HN,164,Owners/Managers of SMB Businesses
2,28,chl_text,HN,164,Owners/Managers of SMB Businesses
3,16,chl_text,HN,164,Owners/Managers of SMB Businesses
4,5,chl_text,HN,164,Owners/Managers of SMB Businesses
5 or more,4,chl_text,HN,164,Owners/Managers of SMB Businesses
NA,16,chl_text,HN,164,Owners/Managers of SMB Businesses
0,75,chl_text,HR,155,Owners/Managers of SMB Businesses
1,26,chl_text,HR,155,Owners/Managers of SMB Businesses
2,30,chl_text,HR,155,Owners/Managers of SMB Businesses
3,3,chl_text,HR,155,Owners/Managers of SMB Businesses
4,1,chl_text,HR,155,Owners/Managers of SMB Businesses
5 or more,1,chl_text,HR,155,Owners/Managers of SMB Businesses
NA,19,chl_text,HR,155,Owners/Managers of SMB Businesses
0,18,chl_text,HT,44,Owners/Managers of SMB Businesses
1,10,chl_text,HT,44,Owners/Managers of SMB Businesses
2,6,chl_text,HT,44,Owners/Managers of SMB Businesses
3,1,chl_text,HT,44,Owners/Managers of SMB Businesses
4,2,chl_text,HT,44,Owners/Managers of SMB Businesses
5 or more,2,chl_text,HT,44,Owners/Managers of SMB Businesses
NA,5,chl_text,HT,44,Owners/Managers of SMB Businesses
0,110,chl_text,HU,216,Owners/Managers of SMB Businesses
1,35,chl_text,HU,216,Owners/Managers of SMB Businesses
2,37,chl_text,HU,216,Owners/Managers of SMB Businesses
3,11,chl_text,HU,216,Owners/Managers of SMB Businesses
4,1,chl_text,HU,216,Owners/Managers of SMB Businesses
NA,22,chl_text,HU,216,Owners/Managers of SMB Businesses
0,53,chl_text,ID,209,Owners/Managers of SMB Businesses
1,48,chl_text,ID,209,Owners/Managers of SMB Businesses
2,47,chl_text,ID,209,Owners/Managers of SMB Businesses
3,28,chl_text,ID,209,Owners/Managers of SMB Businesses
4,7,chl_text,ID,209,Owners/Managers of SMB Businesses
5 or more,8,chl_text,ID,209,Owners/Managers of SMB Businesses
NA,18,chl_text,ID,209,Owners/Managers of SMB Businesses
0,62,chl_text,IE,188,Owners/Managers of SMB Businesses
1,43,chl_text,IE,188,Owners/Managers of SMB Businesses
2,36,chl_text,IE,188,Owners/Managers of SMB Businesses
3,25,chl_text,IE,188,Owners/Managers of SMB Businesses
4,2,chl_text,IE,188,Owners/Managers of SMB Businesses
5 or more,1,chl_text,IE,188,Owners/Managers of SMB Businesses
NA,19,chl_text,IE,188,Owners/Managers of SMB Businesses
0,68,chl_text,IL,207,Owners/Managers of SMB Businesses
1,32,chl_text,IL,207,Owners/Managers of SMB Businesses
2,35,chl_text,IL,207,Owners/Managers of SMB Businesses
3,29,chl_text,IL,207,Owners/Managers of SMB Businesses
4,8,chl_text,IL,207,Owners/Managers of SMB Businesses
5 or more,9,chl_text,IL,207,Owners/Managers of SMB Businesses
NA,26,chl_text,IL,207,Owners/Managers of SMB Businesses
0,129,chl_text,IN,367,Owners/Managers of SMB Businesses
1,61,chl_text,IN,367,Owners/Managers of SMB Businesses
2,71,chl_text,IN,367,Owners/Managers of SMB Businesses
3,17,chl_text,IN,367,Owners/Managers of SMB Businesses
4,10,chl_text,IN,367,Owners/Managers of SMB Businesses
5 or more,21,chl_text,IN,367,Owners/Managers of SMB Businesses
