"value","statistic","variable","country","total_asked","who_was_asked"
"Travel or tourism agencies",8,"covid_sec_2_text","DE",509,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",29,"covid_sec_2_text","DE",509,"Owners/Managers of SMB Businesses"
NA,316,"covid_sec_2_text","DE",509,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",7,"covid_sec_2_text","DK",436,"Owners/Managers of SMB Businesses"
"Education and child care services",3,"covid_sec_2_text","DK",436,"Owners/Managers of SMB Businesses"
"Hospitality and event services",2,"covid_sec_2_text","DK",436,"Owners/Managers of SMB Businesses"
"Other (please specify)",19,"covid_sec_2_text","DK",436,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",4,"covid_sec_2_text","DK",436,"Owners/Managers of SMB Businesses"
"Professional services",22,"covid_sec_2_text","DK",436,"Owners/Managers of SMB Businesses"
"Real estate activities",1,"covid_sec_2_text","DK",436,"Owners/Managers of SMB Businesses"
"Travel or tourism agencies",3,"covid_sec_2_text","DK",436,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",26,"covid_sec_2_text","DK",436,"Owners/Managers of SMB Businesses"
NA,349,"covid_sec_2_text","DK",436,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",5,"covid_sec_2_text","EC",332,"Owners/Managers of SMB Businesses"
"Education and child care services",5,"covid_sec_2_text","EC",332,"Owners/Managers of SMB Businesses"
"Hospitality and event services",2,"covid_sec_2_text","EC",332,"Owners/Managers of SMB Businesses"
"Other (please specify)",13,"covid_sec_2_text","EC",332,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",3,"covid_sec_2_text","EC",332,"Owners/Managers of SMB Businesses"
"Professional services",37,"covid_sec_2_text","EC",332,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",10,"covid_sec_2_text","EC",332,"Owners/Managers of SMB Businesses"
NA,257,"covid_sec_2_text","EC",332,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",7,"covid_sec_2_text","EG",649,"Owners/Managers of SMB Businesses"
"Education and child care services",11,"covid_sec_2_text","EG",649,"Owners/Managers of SMB Businesses"
"Hospitality and event services",2,"covid_sec_2_text","EG",649,"Owners/Managers of SMB Businesses"
"Other (please specify)",14,"covid_sec_2_text","EG",649,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",6,"covid_sec_2_text","EG",649,"Owners/Managers of SMB Businesses"
"Professional services",27,"covid_sec_2_text","EG",649,"Owners/Managers of SMB Businesses"
"Real estate activities",5,"covid_sec_2_text","EG",649,"Owners/Managers of SMB Businesses"
"Travel or tourism agencies",2,"covid_sec_2_text","EG",649,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",10,"covid_sec_2_text","EG",649,"Owners/Managers of SMB Businesses"
NA,565,"covid_sec_2_text","EG",649,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",5,"covid_sec_2_text","ES",576,"Owners/Managers of SMB Businesses"
"Education and child care services",8,"covid_sec_2_text","ES",576,"Owners/Managers of SMB Businesses"
"Hospitality and event services",11,"covid_sec_2_text","ES",576,"Owners/Managers of SMB Businesses"
"Other (please specify)",25,"covid_sec_2_text","ES",576,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",4,"covid_sec_2_text","ES",576,"Owners/Managers of SMB Businesses"
"Professional services",64,"covid_sec_2_text","ES",576,"Owners/Managers of SMB Businesses"
"Real estate activities",5,"covid_sec_2_text","ES",576,"Owners/Managers of SMB Businesses"
"Travel or tourism agencies",7,"covid_sec_2_text","ES",576,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",29,"covid_sec_2_text","ES",576,"Owners/Managers of SMB Businesses"
NA,418,"covid_sec_2_text","ES",576,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",8,"covid_sec_2_text","FR",545,"Owners/Managers of SMB Businesses"
"Education and child care services",3,"covid_sec_2_text","FR",545,"Owners/Managers of SMB Businesses"
"Hospitality and event services",3,"covid_sec_2_text","FR",545,"Owners/Managers of SMB Businesses"
"Other (please specify)",28,"covid_sec_2_text","FR",545,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",8,"covid_sec_2_text","FR",545,"Owners/Managers of SMB Businesses"
"Professional services",35,"covid_sec_2_text","FR",545,"Owners/Managers of SMB Businesses"
"Real estate activities",10,"covid_sec_2_text","FR",545,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",39,"covid_sec_2_text","FR",545,"Owners/Managers of SMB Businesses"
NA,411,"covid_sec_2_text","FR",545,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",19,"covid_sec_2_text","GB",1023,"Owners/Managers of SMB Businesses"
"Education and child care services",11,"covid_sec_2_text","GB",1023,"Owners/Managers of SMB Businesses"
"Hospitality and event services",12,"covid_sec_2_text","GB",1023,"Owners/Managers of SMB Businesses"
"Other (please specify)",54,"covid_sec_2_text","GB",1023,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",14,"covid_sec_2_text","GB",1023,"Owners/Managers of SMB Businesses"
"Professional services",90,"covid_sec_2_text","GB",1023,"Owners/Managers of SMB Businesses"
"Real estate activities",12,"covid_sec_2_text","GB",1023,"Owners/Managers of SMB Businesses"
"Travel or tourism agencies",4,"covid_sec_2_text","GB",1023,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",47,"covid_sec_2_text","GB",1023,"Owners/Managers of SMB Businesses"
NA,760,"covid_sec_2_text","GB",1023,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",7,"covid_sec_2_text","GH",843,"Owners/Managers of SMB Businesses"
"Education and child care services",9,"covid_sec_2_text","GH",843,"Owners/Managers of SMB Businesses"
"Hospitality and event services",15,"covid_sec_2_text","GH",843,"Owners/Managers of SMB Businesses"
"Other (please specify)",28,"covid_sec_2_text","GH",843,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",26,"covid_sec_2_text","GH",843,"Owners/Managers of SMB Businesses"
"Professional services",52,"covid_sec_2_text","GH",843,"Owners/Managers of SMB Businesses"
"Real estate activities",6,"covid_sec_2_text","GH",843,"Owners/Managers of SMB Businesses"
"Travel or tourism agencies",2,"covid_sec_2_text","GH",843,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",6,"covid_sec_2_text","GH",843,"Owners/Managers of SMB Businesses"
NA,692,"covid_sec_2_text","GH",843,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",5,"covid_sec_2_text","GR",614,"Owners/Managers of SMB Businesses"
"Education and child care services",15,"covid_sec_2_text","GR",614,"Owners/Managers of SMB Businesses"
"Hospitality and event services",2,"covid_sec_2_text","GR",614,"Owners/Managers of SMB Businesses"
"Other (please specify)",47,"covid_sec_2_text","GR",614,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",9,"covid_sec_2_text","GR",614,"Owners/Managers of SMB Businesses"
"Professional services",65,"covid_sec_2_text","GR",614,"Owners/Managers of SMB Businesses"
"Real estate activities",5,"covid_sec_2_text","GR",614,"Owners/Managers of SMB Businesses"
"Travel or tourism agencies",8,"covid_sec_2_text","GR",614,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",34,"covid_sec_2_text","GR",614,"Owners/Managers of SMB Businesses"
NA,424,"covid_sec_2_text","GR",614,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",3,"covid_sec_2_text","HK",228,"Owners/Managers of SMB Businesses"
"Education and child care services",2,"covid_sec_2_text","HK",228,"Owners/Managers of SMB Businesses"
"Hospitality and event services",1,"covid_sec_2_text","HK",228,"Owners/Managers of SMB Businesses"
"Other (please specify)",3,"covid_sec_2_text","HK",228,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",3,"covid_sec_2_text","HK",228,"Owners/Managers of SMB Businesses"
"Professional services",17,"covid_sec_2_text","HK",228,"Owners/Managers of SMB Businesses"
"Real estate activities",2,"covid_sec_2_text","HK",228,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",10,"covid_sec_2_text","HK",228,"Owners/Managers of SMB Businesses"
NA,187,"covid_sec_2_text","HK",228,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",8,"covid_sec_2_text","HU",779,"Owners/Managers of SMB Businesses"
"Education and child care services",13,"covid_sec_2_text","HU",779,"Owners/Managers of SMB Businesses"
"Hospitality and event services",14,"covid_sec_2_text","HU",779,"Owners/Managers of SMB Businesses"
"Other (please specify)",85,"covid_sec_2_text","HU",779,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",18,"covid_sec_2_text","HU",779,"Owners/Managers of SMB Businesses"
"Professional services",45,"covid_sec_2_text","HU",779,"Owners/Managers of SMB Businesses"
"Real estate activities",23,"covid_sec_2_text","HU",779,"Owners/Managers of SMB Businesses"
"Travel or tourism agencies",7,"covid_sec_2_text","HU",779,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",77,"covid_sec_2_text","HU",779,"Owners/Managers of SMB Businesses"
NA,489,"covid_sec_2_text","HU",779,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",1,"covid_sec_2_text","ID",528,"Owners/Managers of SMB Businesses"
"Education and child care services",2,"covid_sec_2_text","ID",528,"Owners/Managers of SMB Businesses"
"Hospitality and event services",3,"covid_sec_2_text","ID",528,"Owners/Managers of SMB Businesses"
"Other (please specify)",14,"covid_sec_2_text","ID",528,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",4,"covid_sec_2_text","ID",528,"Owners/Managers of SMB Businesses"
"Professional services",27,"covid_sec_2_text","ID",528,"Owners/Managers of SMB Businesses"
"Real estate activities",2,"covid_sec_2_text","ID",528,"Owners/Managers of SMB Businesses"
"Travel or tourism agencies",4,"covid_sec_2_text","ID",528,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",4,"covid_sec_2_text","ID",528,"Owners/Managers of SMB Businesses"
NA,467,"covid_sec_2_text","ID",528,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",9,"covid_sec_2_text","IE",458,"Owners/Managers of SMB Businesses"
"Education and child care services",8,"covid_sec_2_text","IE",458,"Owners/Managers of SMB Businesses"
"Hospitality and event services",15,"covid_sec_2_text","IE",458,"Owners/Managers of SMB Businesses"
"Other (please specify)",16,"covid_sec_2_text","IE",458,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",6,"covid_sec_2_text","IE",458,"Owners/Managers of SMB Businesses"
"Professional services",36,"covid_sec_2_text","IE",458,"Owners/Managers of SMB Businesses"
"Real estate activities",4,"covid_sec_2_text","IE",458,"Owners/Managers of SMB Businesses"
"Travel or tourism agencies",3,"covid_sec_2_text","IE",458,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",30,"covid_sec_2_text","IE",458,"Owners/Managers of SMB Businesses"
NA,331,"covid_sec_2_text","IE",458,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",10,"covid_sec_2_text","IL",863,"Owners/Managers of SMB Businesses"
"Education and child care services",11,"covid_sec_2_text","IL",863,"Owners/Managers of SMB Businesses"
"Hospitality and event services",11,"covid_sec_2_text","IL",863,"Owners/Managers of SMB Businesses"
"Other (please specify)",38,"covid_sec_2_text","IL",863,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",9,"covid_sec_2_text","IL",863,"Owners/Managers of SMB Businesses"
"Professional services",119,"covid_sec_2_text","IL",863,"Owners/Managers of SMB Businesses"
"Real estate activities",12,"covid_sec_2_text","IL",863,"Owners/Managers of SMB Businesses"
"Travel or tourism agencies",2,"covid_sec_2_text","IL",863,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",32,"covid_sec_2_text","IL",863,"Owners/Managers of SMB Businesses"
NA,619,"covid_sec_2_text","IL",863,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",12,"covid_sec_2_text","IN",1276,"Owners/Managers of SMB Businesses"
"Education and child care services",35,"covid_sec_2_text","IN",1276,"Owners/Managers of SMB Businesses"
"Hospitality and event services",16,"covid_sec_2_text","IN",1276,"Owners/Managers of SMB Businesses"
"Other (please specify)",41,"covid_sec_2_text","IN",1276,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",26,"covid_sec_2_text","IN",1276,"Owners/Managers of SMB Businesses"
"Professional services",108,"covid_sec_2_text","IN",1276,"Owners/Managers of SMB Businesses"
"Real estate activities",10,"covid_sec_2_text","IN",1276,"Owners/Managers of SMB Businesses"
"Travel or tourism agencies",12,"covid_sec_2_text","IN",1276,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",19,"covid_sec_2_text","IN",1276,"Owners/Managers of SMB Businesses"
NA,997,"covid_sec_2_text","IN",1276,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",3,"covid_sec_2_text","IQ",342,"Owners/Managers of SMB Businesses"
"Education and child care services",4,"covid_sec_2_text","IQ",342,"Owners/Managers of SMB Businesses"
"Hospitality and event services",2,"covid_sec_2_text","IQ",342,"Owners/Managers of SMB Businesses"
"Other (please specify)",5,"covid_sec_2_text","IQ",342,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",3,"covid_sec_2_text","IQ",342,"Owners/Managers of SMB Businesses"
"Professional services",16,"covid_sec_2_text","IQ",342,"Owners/Managers of SMB Businesses"
"Real estate activities",3,"covid_sec_2_text","IQ",342,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",2,"covid_sec_2_text","IQ",342,"Owners/Managers of SMB Businesses"
NA,304,"covid_sec_2_text","IQ",342,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",7,"covid_sec_2_text","IT",612,"Owners/Managers of SMB Businesses"
"Education and child care services",3,"covid_sec_2_text","IT",612,"Owners/Managers of SMB Businesses"
"Hospitality and event services",6,"covid_sec_2_text","IT",612,"Owners/Managers of SMB Businesses"
"Other (please specify)",25,"covid_sec_2_text","IT",612,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",8,"covid_sec_2_text","IT",612,"Owners/Managers of SMB Businesses"
"Professional services",48,"covid_sec_2_text","IT",612,"Owners/Managers of SMB Businesses"
"Real estate activities",5,"covid_sec_2_text","IT",612,"Owners/Managers of SMB Businesses"
"Travel or tourism agencies",12,"covid_sec_2_text","IT",612,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",16,"covid_sec_2_text","IT",612,"Owners/Managers of SMB Businesses"
NA,482,"covid_sec_2_text","IT",612,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",5,"covid_sec_2_text","JP",860,"Owners/Managers of SMB Businesses"
"Education and child care services",30,"covid_sec_2_text","JP",860,"Owners/Managers of SMB Businesses"
"Hospitality and event services",17,"covid_sec_2_text","JP",860,"Owners/Managers of SMB Businesses"
"Other (please specify)",27,"covid_sec_2_text","JP",860,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",16,"covid_sec_2_text","JP",860,"Owners/Managers of SMB Businesses"
"Professional services",82,"covid_sec_2_text","JP",860,"Owners/Managers of SMB Businesses"
"Real estate activities",10,"covid_sec_2_text","JP",860,"Owners/Managers of SMB Businesses"
"Travel or tourism agencies",2,"covid_sec_2_text","JP",860,"Owners/Managers of SMB Businesses"
"Wellness, personal grooming, sports, and fitness",39,"covid_sec_2_text","JP",860,"Owners/Managers of SMB Businesses"
NA,632,"covid_sec_2_text","JP",860,"Owners/Managers of SMB Businesses"
"Construction, maintenance, and cleaning",11,"covid_sec_2_text","KE",721,"Owners/Managers of SMB Businesses"
"Education and child care services",12,"covid_sec_2_text","KE",721,"Owners/Managers of SMB Businesses"
"Hospitality and event services",15,"covid_sec_2_text","KE",721,"Owners/Managers of SMB Businesses"
"Other (please specify)",17,"covid_sec_2_text","KE",721,"Owners/Managers of SMB Businesses"
"Performing arts and entertainment",13,"covid_sec_2_text","KE",721,"Owners/Managers of SMB Businesses"
"Professional services",39,"covid_sec_2_text","KE",721,"Owners/Managers of SMB Businesses"
"Real estate activities",7,"covid_sec_2_text","KE",721,"Owners/Managers of SMB Businesses"
